"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","0319-6G20","0319-7L14","053A03-B-DI-P58","11-24","211ds20","Abditibacteriales","Acetobacterales","Acholeplasmatales","Acidaminococcales","Acidiferrobacterales","Acidimicrobiales","Acidobacteriae","Acidobacteriales","Actinomarinales","AD3","AKAU4049","Alicyclobacillales","Alphaproteobacteria_Incertae_Sedis","Anaerolineales","Ardenticatenales","Armatimonadales","Azospirillales","B10-SB3A","B12-WMSP1","Babeliales","Bacillales","bacteriap25","Bacteriovoracales","Bacteroidales","Bacteroidetes_VC2.1_Bac22","BD2-11_terrestrial_group","Bdellovibrionales","Berkelbacteria","Blastocatellales","Blfdi19","Bradymonadales","Brevibacillales","Bryobacterales","Burkholderiales","C0119","Caedibacterales","Caldilineales","Campylobacterales","Candidatus_Jorgensenbacteria","Candidatus_Kaiserbacteria","Candidatus_Moranbacteria","Candidatus_Nomurabacteria","Candidatus_Pacebacteria","Candidatus_Peribacteria","Candidatus_Woesebacteria","Candidatus_Yanofskybacteria","Caulobacterales","CCD24","Cellvibrionales","Chitinophagales","Chlamydiales","Chloroflexales","Chloroplast","Christensenellales","Chthoniobacterales","Chthonomonadales","Clostridia","Clostridia_UCG-014","Clostridia_vadinBB60_group","Clostridiales","Competibacterales","Coriobacteriales","Corynebacteriales","Coxiellales","Cyanobacteriales","Cytophagales","Deferribacterales","Defluviicoccales","Deinococcales","Desulfitibacterales","Desulfovibrionales","Diplorickettsiales","Dojkabacteria","Dongiales","DS-100","EC3","Elev-16S-573","Elsterales","Enterobacterales","Entomoplasmatales","Entotheonellales","EPR3968-O8a-Bc78","Erysipelotrichales","Eubacteriales","Euzebyales","Ferrovibrionales","FFCH16767","Fibrobacterales","Fimbriimonadales","Flavobacteriales","Frankiales","Gaiellales","GAL15","Gammaproteobacteria_Incertae_Sedis","Gastranaerophilales","Gemmatales","Gemmatimonadales","Geobacterales","Gitt-GS-136","Glycomycetales","GWA2-38-13b","Haliangiales","Holosporales","Hydrogenedentiales","IMCC26256","Isosphaerales","Izemoplasmatales","JG30-KF-CM66","JTB23","Kallotenuales","Kapabacteriales","Kazania","KD4-96","KI89A_clade","Kiloniellales","Kineosporiales","Ktedonobacterales","Lachnospirales","Lactobacillales","Legionellales","Leptolyngbyales","Limnochordales","Lineage_IIa","Lineage_IIb","Lineage_IIc","Lineage_IV","Longimicrobiales","Marine_Group_II","MB-A2-108","MBNT15","Methanobacteriales","Methylococcales","Micavibrionales","Micrococcales","Microgenomatia","Micromonosporales","Micropepsales","Microtrichales","mle1-27","Monoglobales","MSB-4B10","MVP-88","Mycoplasmatales","Myxococcales","N9D0","Nannocystales","NB1-j","Nitriliruptorales","Nitrosococcales","Nitrososphaerales","Nitrospirales","Obscuribacterales","Oceanospirillales","OLB14","Oligoflexales","OM190","Opitutales","Oscillospirales","Oxyphotobacteria_Incertae_Sedis","P2-11E","Paenibacillales","Paracaedibacterales","Parcubacteria","PB19","Pedosphaerales","Peptococcales","Peptostreptococcales-Tissierellales","Phormidesmiales","Phycisphaerales","Pirellulales","Pla4_lineage","Planctomycetales","PLTA13","Polyangiales","Propionibacteriales","Pseudomonadales","Pseudonocardiales","Puniceispirillales","Pyrinomonadales","R7C24","RBG-13-54-9","RCP2-54","Reyranellales","RF39","Rhizobiales","Rhodobacterales","Rhodospirillales","Rhodothermales","Rickettsiales","Rokubacteriales","Rubrobacterales","S0134_terrestrial_group","S085","Saccharimonadales","Salinisphaerales","SAR202_clade","SAR324_clade(Marine_group_B)","SBR1031","Sericytochromatia","SHA-26","Silvanigrellales","SJA-28","Sneathiellales","Solibacterales","Solirubrobacterales","Sphingobacteriales","Sphingomonadales","Staphylococcales","Steroidobacterales","Streptomycetales","Streptosporangiales","Subgroup_17","Subgroup_2","Subgroup_22","Subgroup_25","Subgroup_5","Subgroup_7","Sumerlaeales","Symbiobacteriales","Tepidisphaerales","Thalassobaculales","Thermoactinomycetales","Thermoanaerobaculales","Thermobaculales","Thermomicrobiales","Tistrellales","TK10","TX1A-33","UA11","uncultured","Unknown","vadinHA49","Vampirovibrionales","Veillonellales-Selenomonadales","Verrucomicrobiales","VHS-B3-70","Vicinamibacterales","Woesearchaeales","WPS-2","WS2","WWE3","Xanthomonadales","Zavarziniales"
242,242,"4/21/21 8:36",1,6,0,1,1,-119.6600839,35.08096151,NA,NA,"AS06SN13","S","S","N",1,"S06","S06SN1","S06SN1","S06","SN","4/21/21 8:36",8,36,8.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S611","JTMR008BZ",23,129,0,126,0,0,1837,0,0,0,0,0,3,0,0,10,0,0,0,8,92,373,0,0,0,957,283,0,0,0,0,17,0,139,3,0,0,438,568,333,0,56,0,0,0,0,0,0,0,0,0,159,3,0,618,0,151,59,0,503,5,0,0,0,0,0,0,584,0,263,874,0,0,0,0,0,0,0,0,5,0,0,441,0,16,18,0,5,0,0,0,2,8,12,0,11198,393,0,70,0,28,2023,0,79,0,0,57,0,4,118,155,0,103,0,673,6,0,670,0,0,321,0,0,0,0,0,0,0,0,0,0,300,46,202,0,0,0,0,1135,0,1651,8,368,8,0,0,0,0,125,0,10,0,0,122,137,123,3,15,0,0,0,46,0,0,4,113,0,0,0,76,0,0,0,0,24,0,5,0,162,1226,0,2005,42,2275,0,0,0,78,0,5045,247,0,0,0,25,2401,49,52,6,0,0,0,10,4,0,0,0,0,19,3514,31,1064,0,66,435,461,14,0,0,0,0,181,0,0,22,0,17,118,0,2503,389,369,0,0,220,606,0,0,0,0,4,666,0,7,0,0,42,0
244,244,"4/21/21 8:57",1,6,1,0,1,-119.6595725,35.0814153,NA,NA,"AS06PE13","S","P","E",1,"S06","S06PE1","S06PE1","S06","PE","4/21/21 8:57",8,57,8.95,"Spring",NA,NA,NA,30.74,31.14,31.42,31.84,4,1,"S601","JTMR008BB",0,579,0,0,0,0,610,0,0,0,0,0,4,0,0,9,56,0,0,0,48,644,0,0,0,4848,180,12,0,0,0,30,0,53,0,0,11,179,2480,15,0,4,0,0,0,0,0,0,0,0,0,300,0,0,304,0,18,24,0,202,0,0,0,0,109,0,0,650,0,691,1547,0,0,0,0,0,0,0,18,2,0,0,88,0,0,0,0,0,0,41,3,21,5,3,16,7120,1090,0,10,0,0,1229,0,696,118,0,43,0,0,71,71,0,45,0,274,0,0,358,0,0,53,0,20,10,4,0,0,0,0,0,0,634,0,291,0,0,0,0,3242,0,1175,0,430,10,0,0,0,0,328,0,0,0,0,48,42,90,0,9,0,0,0,28,0,0,0,411,0,0,0,96,0,103,0,0,19,0,11,0,51,4807,13,2392,21,129,0,0,0,41,0,3470,599,2,0,0,21,1501,161,20,8,0,10,0,0,17,0,0,0,0,0,4316,549,1045,0,74,4107,693,9,0,0,0,0,49,55,0,4,10,42,0,0,2031,360,120,0,0,189,444,0,0,0,6,0,455,0,0,0,0,235,0
245,245,"4/21/21 9:06",1,6,0,0,1,-119.659586,35.08134149,NA,NA,"AS06SE13","S","S","E",1,"S06","S06SE1","S06SE1","S06","SE","4/21/21 9:06",9,6,9.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S601","JTMR009DI",18,225,0,15,0,0,831,0,0,0,0,0,0,0,0,20,0,0,6,0,47,198,0,0,0,77,360,0,0,0,0,5,0,18,6,0,0,207,599,133,0,14,0,0,0,0,0,0,3,0,0,113,0,0,233,0,86,3,0,398,3,0,0,0,0,0,0,496,0,0,425,0,0,0,0,0,0,0,15,7,0,0,401,0,0,29,0,0,0,0,0,6,0,0,54,6037,751,0,46,0,0,1635,0,26,18,0,53,0,0,155,39,0,85,0,179,0,0,638,0,0,184,0,0,0,0,0,0,0,0,0,0,109,6,178,0,0,0,0,524,0,1667,7,207,0,0,0,0,0,237,0,8,0,19,195,41,83,0,4,0,0,0,19,0,0,0,54,0,0,0,44,0,0,0,0,2,0,7,0,81,815,22,1459,29,1754,0,0,0,26,0,2301,73,0,0,3,15,2514,31,18,21,0,0,0,15,0,0,0,0,0,23,3739,20,591,0,45,1021,584,0,0,0,0,0,160,3,0,21,0,0,87,0,1726,207,290,0,0,130,620,0,0,0,7,0,629,0,0,0,0,38,0
246,246,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN13","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,36.66,35.73,NA,NA,2,0,"C211","JTMR008AN",0,14,0,4,0,0,438,0,0,0,0,0,0,0,0,0,6,0,0,0,10,160,0,0,0,88,25,0,0,0,0,0,0,55,0,0,0,85,177,32,0,0,0,0,0,0,0,0,0,0,0,66,0,0,308,0,87,44,0,88,0,0,0,0,0,0,0,88,0,120,223,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,0,5,0,0,4951,72,0,6,0,0,552,0,18,0,0,36,0,0,29,0,0,27,0,192,4,0,102,0,0,155,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,421,0,740,0,57,0,0,0,0,0,38,0,5,0,3,18,0,17,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,0,3,0,46,456,0,605,5,279,0,0,0,0,0,1333,106,0,0,10,0,524,11,0,11,0,0,0,7,0,0,0,0,0,0,826,11,302,0,12,103,131,0,0,0,0,0,34,0,0,15,0,3,23,0,752,70,61,0,0,15,65,0,0,0,8,0,105,0,0,0,0,0,0
247,247,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN13","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR009AD",16,507,0,0,0,0,127,0,0,0,0,0,0,5,7,0,72,0,4,0,8,207,0,0,4,1185,63,0,107,0,0,69,0,21,5,0,0,102,640,5,0,37,0,0,0,0,0,0,0,0,0,241,15,23,93,0,24,0,0,355,0,0,0,0,2,0,0,474,0,3,772,0,0,3,0,0,8,0,30,0,0,0,81,22,0,5,10,0,0,37,8,0,45,0,118,2759,629,2,9,0,0,484,0,624,246,0,82,0,0,76,53,0,57,0,42,15,0,292,8,42,29,0,4,0,0,0,0,0,0,0,0,283,0,249,0,0,0,0,2674,0,731,22,508,0,0,0,0,0,131,0,14,0,25,15,26,52,2,61,19,33,0,80,18,0,0,79,0,0,0,227,0,60,0,0,24,0,14,0,247,4958,49,2664,0,76,6,0,0,62,0,2046,136,6,0,0,0,1084,125,42,300,0,29,0,3,17,0,3,0,0,0,2407,773,430,6,179,4141,1425,12,0,0,0,0,61,144,0,5,8,10,35,0,2573,134,111,0,5,213,368,0,0,0,66,0,281,0,0,0,0,756,0
248,248,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE13","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR009CD",3,315,0,25,0,0,1031,0,0,0,0,0,5,0,0,0,0,0,0,0,44,227,0,0,0,672,154,0,0,0,7,7,0,88,0,0,0,258,598,261,0,36,0,0,0,0,0,0,0,0,0,149,4,1,747,0,382,188,0,369,6,0,0,0,0,0,0,357,0,68,323,0,0,0,0,0,0,0,0,0,0,0,393,0,4,0,0,0,0,15,0,0,35,20,28,8364,757,0,50,0,59,1872,0,197,0,0,127,0,0,178,169,0,112,0,502,5,0,894,0,0,277,0,0,0,12,0,0,0,0,0,0,496,0,74,0,0,0,0,845,0,1858,0,314,6,0,0,0,0,81,0,0,0,28,40,134,51,0,13,0,0,0,52,0,12,0,28,0,3,0,115,0,0,0,0,27,0,20,0,314,1473,4,1756,14,843,0,0,0,42,0,3176,89,0,0,12,9,2491,52,41,22,0,0,0,43,0,2,0,0,0,100,4021,30,873,0,68,456,588,6,0,0,0,7,272,0,0,107,0,7,103,0,3010,229,653,0,0,173,625,0,0,0,35,0,627,0,0,4,0,9,0
250,250,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE13","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,31.27,31.49,31.23,31.57,4,1,"C401","JTMR008AA",0,167,0,0,0,0,369,0,0,0,0,0,0,0,0,0,0,0,8,5,19,463,0,0,0,691,84,16,0,0,7,18,0,61,12,0,0,194,1757,4,0,21,0,0,0,0,0,0,0,0,0,393,10,91,326,2,49,23,0,99,0,0,0,0,0,2,0,391,0,0,858,0,0,4,0,0,3,0,0,4,0,0,102,48,0,0,0,0,0,13,0,0,7,5,553,4085,202,0,0,0,0,649,0,231,12,0,50,0,0,123,61,0,25,0,98,8,0,190,3,0,24,0,0,62,10,0,0,0,0,0,0,287,0,38,0,0,0,0,3626,0,979,4,309,0,0,0,0,0,69,0,23,0,0,28,18,65,0,16,6,3,0,21,0,0,0,27,0,0,0,75,0,0,0,0,7,0,6,0,190,2038,503,872,15,147,0,0,0,22,0,3323,213,0,10,0,6,574,92,27,46,0,8,0,8,3,0,0,0,0,0,1526,761,817,4,21,1323,228,12,0,0,0,0,80,17,0,14,3,13,61,0,1348,78,89,0,0,116,171,0,0,0,47,0,345,0,0,0,0,112,0
251,251,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE13","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR008CS",49,83,0,0,0,0,789,0,0,0,0,0,0,0,0,0,0,0,0,6,24,468,0,0,0,1839,59,8,0,0,4,16,0,144,5,0,0,450,1175,231,0,103,0,0,0,0,0,0,0,0,0,322,0,0,943,0,358,49,0,188,2,0,0,0,0,0,0,738,0,0,506,0,7,0,0,0,0,0,0,0,0,0,351,0,12,0,0,0,0,28,0,7,15,7,181,9535,479,0,44,0,40,2627,0,231,13,0,104,0,0,141,381,0,141,0,596,10,0,774,0,0,312,0,0,0,12,0,0,0,0,0,0,485,19,34,0,0,0,0,1849,0,2826,11,413,0,0,12,0,0,645,0,12,0,7,22,18,38,0,34,0,0,0,27,0,0,0,217,0,0,0,146,0,0,0,0,0,0,0,0,327,2783,68,2841,16,687,0,0,0,17,0,4270,91,0,7,26,7,1894,25,21,90,0,0,0,37,0,0,0,0,0,34,3793,260,855,0,45,580,752,0,0,0,0,0,257,16,0,247,0,9,156,0,3467,121,405,0,0,200,473,0,0,0,37,0,716,0,0,0,0,53,0
253,253,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE13","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR008EO",0,39,0,0,0,2,990,0,0,0,0,0,0,0,0,0,26,0,0,0,58,655,0,0,0,1449,7,18,0,0,0,49,0,39,0,0,0,121,1579,13,0,8,0,0,0,0,0,0,0,0,0,376,0,14,366,0,69,18,0,230,0,0,0,0,0,0,0,256,0,40,1965,0,0,2,0,0,0,0,12,0,0,0,42,14,0,0,0,0,0,0,0,0,8,0,44,6782,84,0,10,0,0,813,0,169,25,0,17,0,0,61,0,0,15,0,287,4,0,251,0,0,162,4,0,71,0,0,0,0,0,0,0,330,0,24,0,0,0,0,4992,0,1007,0,107,0,0,0,0,0,163,0,11,0,4,0,38,26,0,7,0,5,0,17,0,0,0,74,0,0,0,47,0,0,0,0,20,0,10,0,75,2271,22,1148,12,88,0,0,0,32,0,4351,519,5,4,0,0,415,72,0,36,3,0,0,0,14,0,0,0,0,0,1063,837,1620,0,111,2303,1220,0,0,0,0,0,24,31,0,21,0,18,12,0,1297,71,60,0,0,75,190,0,0,0,19,0,247,0,0,0,0,117,0
254,254,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE13","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR009AX",0,158,0,0,0,0,472,0,0,0,0,0,0,0,0,12,0,0,0,0,8,220,0,0,0,274,114,0,0,0,5,5,0,18,0,0,0,128,393,90,0,10,0,0,0,0,0,0,0,0,0,77,0,0,182,0,78,6,0,160,0,0,0,0,0,0,0,318,0,7,299,0,0,0,0,0,0,0,0,0,0,0,218,0,0,5,0,0,0,0,0,0,0,0,0,4402,657,0,38,0,0,1014,0,72,52,0,28,0,0,124,66,0,70,0,257,0,0,524,0,0,97,0,0,19,0,0,0,0,0,0,0,95,0,139,6,0,0,0,789,0,951,0,202,0,0,0,0,0,70,0,0,0,25,42,17,52,0,0,0,0,0,20,0,0,0,148,0,0,0,47,0,0,0,0,0,0,9,0,44,1507,0,908,17,655,0,3,0,16,0,1658,77,0,0,0,11,1880,29,43,0,0,3,0,5,0,0,0,0,0,0,2218,39,373,0,26,1532,943,8,0,0,0,0,67,0,0,20,0,5,0,0,1457,133,221,0,0,88,437,0,0,0,0,0,278,0,0,0,0,36,0
258,258,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE13","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009DO",8,108,0,25,0,8,848,0,0,0,0,10,0,0,0,0,0,0,14,20,99,391,0,0,0,410,131,0,0,0,10,33,0,52,10,0,6,310,916,62,0,15,0,0,0,0,0,0,0,0,0,230,6,11,413,0,144,49,0,207,0,0,0,0,0,0,0,428,0,5,473,0,0,0,0,0,0,0,10,0,0,0,208,0,6,6,0,0,0,31,0,0,12,0,98,7799,393,0,57,0,0,1491,0,210,0,0,144,0,0,187,182,0,54,0,429,0,0,778,0,0,335,0,0,0,0,0,0,0,0,0,4,344,47,249,0,0,0,0,1704,0,1644,0,518,16,0,0,0,0,342,0,25,2,0,0,17,74,3,37,0,7,0,39,0,0,0,47,0,0,0,80,0,0,0,0,6,0,8,0,195,1774,8,1602,33,853,0,0,8,26,0,3502,153,2,5,4,17,1414,66,34,73,4,0,0,18,7,0,0,0,0,30,3108,106,1100,0,94,903,422,29,0,3,0,0,172,0,0,29,2,0,83,0,1783,227,207,0,0,162,528,0,0,0,23,0,633,0,0,8,0,73,0
259,259,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE13","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR009BI",45,187,0,110,0,0,1238,0,0,0,7,0,0,0,0,0,9,0,12,11,204,513,0,0,0,143,193,0,0,0,0,15,0,112,0,0,0,425,727,138,0,43,0,0,0,0,0,0,0,0,0,156,7,0,683,0,183,5,0,355,14,0,0,0,0,0,0,483,0,0,435,0,0,0,0,0,0,0,5,7,0,0,365,0,0,0,0,0,0,10,0,16,19,33,30,9087,904,0,31,0,19,1573,0,158,0,0,145,0,0,222,61,0,64,0,352,11,0,867,0,0,251,0,0,0,0,0,0,8,0,0,0,483,29,297,0,0,0,0,723,0,2022,18,424,8,0,0,0,0,289,0,2,0,7,37,0,44,0,18,5,8,0,38,0,0,0,75,0,10,0,162,0,0,0,0,29,0,3,0,243,1491,6,2359,34,1480,5,0,12,51,0,3918,110,0,0,3,9,1745,35,32,33,0,0,2,26,0,0,0,0,0,36,3819,94,1175,0,45,556,559,0,0,0,0,0,210,7,0,68,0,0,104,0,1732,452,363,0,0,170,531,0,0,0,48,0,736,0,0,7,0,15,0
260,260,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN13","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,39.59,36.25,35.11,34.83,4,1,"S511","JTMR008AV",0,139,0,0,0,0,1149,0,0,0,0,0,0,0,0,5,56,0,0,0,90,442,0,0,0,1384,77,0,0,0,3,0,0,110,11,0,0,256,1148,8,0,41,0,0,0,0,0,0,0,0,0,450,7,21,453,0,57,5,0,296,0,0,0,0,0,0,0,651,0,12,1148,0,0,3,0,0,0,0,35,0,0,0,71,4,0,0,0,5,0,23,3,0,7,0,336,6065,321,0,18,0,8,997,0,476,255,0,45,0,0,93,48,0,44,0,280,4,0,299,0,0,76,0,0,0,0,0,0,0,0,0,0,180,0,69,0,0,0,0,4876,0,1347,7,394,8,0,0,0,0,125,0,36,0,0,13,35,56,0,28,7,8,0,45,0,0,0,211,0,0,0,106,0,0,0,0,8,0,23,0,133,4360,221,1675,0,357,4,0,0,56,0,4250,317,0,0,0,11,738,47,26,122,0,0,0,6,10,0,0,0,0,0,2228,1245,1246,0,69,3545,686,0,0,0,0,0,37,38,0,36,6,20,29,0,1610,166,122,0,0,167,224,0,0,0,64,0,516,0,0,0,0,278,0
261,261,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN13","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR008DW",24,218,4,122,0,5,759,0,0,0,0,0,2,0,0,0,0,0,0,0,103,252,0,0,0,760,284,0,0,0,0,13,0,76,6,0,0,394,1032,282,0,22,0,0,0,0,0,0,0,0,0,149,5,0,661,0,227,22,0,278,12,0,0,0,0,0,0,467,0,40,605,0,0,0,0,0,2,0,22,0,0,0,395,0,10,11,0,0,0,0,0,0,0,7,31,7136,1005,0,65,0,6,2165,0,124,3,0,127,0,0,187,102,0,96,0,322,4,0,1124,0,0,423,2,0,0,8,0,0,0,0,0,0,161,69,282,0,0,0,0,964,0,2181,7,415,6,0,0,0,0,256,0,11,0,12,177,54,76,0,3,0,0,0,40,0,0,0,110,0,0,3,108,0,0,0,0,4,0,0,0,242,1386,13,1679,24,1940,0,0,0,61,0,3089,134,0,0,5,33,2440,61,57,39,3,0,0,18,4,0,0,0,0,18,3647,62,917,0,79,536,584,21,0,0,0,0,248,14,0,10,0,6,101,0,1922,224,381,0,0,258,693,0,0,0,10,0,1016,0,0,8,0,27,0
262,262,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE13","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR008DA",0,49,0,19,0,4,596,0,0,0,0,0,0,0,0,7,131,0,0,0,155,270,0,0,0,416,58,0,0,3,0,16,0,101,6,0,0,252,425,68,0,51,0,0,0,0,0,0,0,0,0,178,0,0,320,0,67,13,0,107,0,0,0,0,0,0,0,240,0,10,477,0,0,0,0,0,0,0,0,8,0,0,165,0,5,0,0,8,0,13,0,4,11,10,12,5236,220,0,30,0,0,778,0,83,65,0,121,0,0,114,81,0,35,0,292,26,0,418,0,0,205,0,0,0,0,0,0,0,0,0,0,493,0,45,0,0,0,0,1122,0,1099,0,301,0,0,0,0,0,421,0,32,0,0,15,14,39,5,22,0,6,0,14,0,0,0,45,0,2,0,55,0,0,0,0,0,0,0,0,303,640,7,1016,28,505,0,0,0,0,0,2497,75,0,2,11,0,1259,31,14,36,0,0,0,26,0,0,0,0,0,0,1611,57,535,0,19,445,372,8,0,0,0,0,270,5,0,36,0,0,87,0,1105,191,210,0,0,103,312,0,0,0,38,0,504,0,0,8,0,18,0
264,264,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE13","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR008DB",11,432,0,0,6,3,323,0,0,0,0,0,0,0,0,8,24,0,2,5,42,428,0,0,0,1501,125,0,0,0,0,26,0,60,0,0,0,159,583,47,0,32,0,0,0,0,0,0,0,0,0,193,9,0,270,0,43,27,0,206,0,0,0,0,0,0,0,502,0,225,570,0,0,2,0,0,0,0,14,0,0,0,103,0,0,0,0,0,0,53,0,8,9,0,5,4592,460,0,34,0,7,989,0,502,325,0,29,0,0,113,57,0,30,0,218,3,0,397,0,0,31,0,0,0,0,0,0,0,0,0,0,293,0,168,0,0,0,0,2445,0,1179,0,319,0,0,0,0,0,173,8,14,0,0,72,31,63,0,14,0,0,0,0,0,0,0,291,0,0,0,103,0,0,0,0,0,0,0,0,125,3910,22,2736,0,207,0,0,0,48,0,2944,285,7,3,12,0,1267,168,35,27,0,0,0,9,3,0,0,0,0,0,3264,159,743,7,73,2995,1055,8,0,0,0,0,25,50,0,22,0,27,27,0,2305,170,80,0,0,139,263,0,0,0,0,0,431,0,0,0,0,108,0
265,265,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE13","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR008EI",19,48,0,25,0,0,418,0,0,0,0,0,23,0,0,0,0,0,0,0,63,195,0,0,2,205,102,0,0,0,0,12,0,78,0,0,0,122,521,112,0,6,0,0,0,0,0,0,0,0,0,54,0,0,444,0,121,5,0,174,0,0,0,0,0,0,0,363,0,376,402,0,0,0,0,0,0,0,0,5,0,0,129,0,0,0,0,0,0,0,0,0,7,3,5,4690,350,0,11,0,14,1004,0,62,0,0,48,0,0,74,0,0,61,0,481,7,0,441,0,0,153,0,3,0,0,0,0,0,0,0,0,142,20,122,0,0,0,0,808,0,815,0,167,0,0,0,0,0,68,0,0,0,0,102,9,51,0,4,0,0,0,31,0,0,0,77,0,0,0,66,0,0,0,0,2,0,0,0,133,625,20,636,10,852,0,0,0,22,0,1768,113,0,0,0,14,1271,44,54,28,0,0,0,13,4,3,0,0,0,11,1760,37,647,0,33,342,233,13,0,0,0,0,97,0,0,0,0,28,27,3,909,98,116,0,0,86,350,0,0,0,8,0,404,0,0,0,0,11,0
277,277,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE13","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR008EM",0,22,0,0,0,0,1190,0,0,0,0,0,0,0,0,0,0,0,0,0,69,459,0,0,0,236,49,0,0,0,0,13,0,69,13,0,0,158,815,50,0,25,0,0,0,0,0,0,0,0,0,212,0,14,791,0,171,197,0,604,0,0,0,0,0,0,0,144,0,184,1666,0,0,9,0,0,0,0,0,0,0,0,128,0,0,0,0,0,0,21,0,0,0,15,10,9297,21,0,9,0,0,1595,0,33,0,0,39,0,0,47,24,0,46,0,460,0,0,167,0,0,186,0,0,0,26,0,0,0,0,0,0,415,0,0,0,0,0,0,1865,0,1645,0,130,0,0,0,0,0,217,0,7,0,0,6,51,35,0,20,0,10,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,4,0,60,1279,5,1150,0,86,0,0,0,0,0,3146,1070,0,0,0,0,825,0,0,0,0,0,0,0,0,0,0,0,0,0,1263,32,867,0,10,27,102,0,0,0,0,0,17,8,0,36,0,0,10,0,1675,85,72,0,0,107,172,0,0,0,0,0,147,0,0,0,0,10,0
