"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporaceae","Acrospermaceae","Agaricaceae","Agaricales_fam_Incertae_sedis","Ajellomycetaceae","Alphamycetaceae","Amanitaceae","Ambisporaceae","Amniculicolaceae","Amphisphaeriaceae","Arachnomycetaceae","Archaeosporaceae","Arthrodermataceae","Ascobolaceae","Ascodesmidaceae","Ascosphaeraceae","Aspergillaceae","Atheliaceae","Aureobasidiaceae","Auriculariales_fam_Incertae_sedis","Bartaliniaceae","Bezerromycetaceae","Bionectriaceae","Bolbitiaceae","Boliniales_fam_Incertae_sedis","Botryosphaeriaceae","Botryosphaeriales_fam_Incertae_sedis","Buckleyzymaceae","Bulleraceae","Bulleribasidiaceae","Candelariaceae","Cantharellales_fam_Incertae_sedis","Capnodiaceae","Capnodiales_fam_Incertae_sedis","Cephalothecaceae","Ceratobasidiaceae","Ceratocystidaceae","Chaetomiaceae","Chaetosphaeriaceae","Chaetothyriales_fam_Incertae_sedis","Chionosphaeraceae","Chrysozymaceae","Chytridiaceae","Cladosporiaceae","Claroideoglomeraceae","Clavicipitaceae","Coniocessiaceae","Coniochaetaceae","Coniothyriaceae","Cordycipitaceae","Corticiaceae","Cucurbitariaceae","Cuniculitremaceae","Cunninghamellaceae","Cystobasidiaceae","Cystofilobasidiaceae","Debaryomycetaceae","Diaporthaceae","Diatrypaceae","Dictyosporiaceae","Didymellaceae","Didymosphaeriaceae","Diversisporaceae","Dothideaceae","Dothideomycetes_fam_Incertae_sedis","Dothioraceae","Elsinoaceae","Entolomataceae","Entylomataceae","Eremomycetaceae","Erysiphaceae","Erythrobasidiaceae","Erythrobasidiales_fam_Incertae_sedis","Extremaceae","Filobasidiaceae","Ganodermataceae","Geastraceae","Geminibasidiaceae","Gigasporaceae","Glomeraceae","Glomerellaceae","Glomosporiaceae","Gymnoascaceae","Harpochytriaceae","Helotiaceae","Helotiales_fam_Incertae_sedis","Herpotrichiellaceae","Holtermanniales_fam_Incertae_sedis","Hyaloscyphaceae","Hydnodontaceae","Hyphodermataceae","Hypocreaceae","Hypocreales_fam_Incertae_sedis","Hyponectriaceae","Inocybaceae","Irpicaceae","Lasiosphaeriaceae","Lecanoraceae","Lentitheciaceae","Leptosphaeriaceae","Leucosporidiaceae","Lichtheimiaceae","Lophiostomataceae","Lophiotremataceae","Lycoperdaceae","Magnaporthaceae","Melanommataceae","Melanosporaceae","Meruliaceae","Metschnikowiaceae","Microascaceae","Microbotryomycetes_fam_Incertae_sedis","Microdochiaceae","Microstromataceae","Mortierellaceae","Mrakiaceae","Mucoraceae","Mycenastraceae","Mycocaliciaceae","Mycosphaerellaceae","Myrmecridiaceae","Mytilinidiales_fam_Incertae_sedis","Myxotrichaceae","Nectriaceae","Olpidiaceae","Onygenaceae","Onygenales_fam_Incertae_sedis","Ophiocordycipitaceae","Orbiliaceae","Pacisporaceae","Paradictyoarthriniaceae","Parmeliaceae","Peniophoraceae","Periconiaceae","Pezizaceae","Pezizomycotina_fam_Incertae_sedis","Phaeococcomycetaceae","Phaeomoniellaceae","Phaeosphaeriaceae","Phaeotremellaceae","Phanerochaetaceae","Phelloriniaceae","Phomatosporaceae","Physciaceae","Piskurozymaceae","Planistromellaceae","Plectosphaerellaceae","Pleomassariaceae","Pleosporaceae","Pleosporales_fam_Incertae_sedis","Pleurotaceae","Pluteaceae","Powellomycetaceae","Protomycetaceae","Psathyrellaceae","Pseudeurotiaceae","Pseudolophiotremataceae","Pterulaceae","Pyronemataceae","Rhizophlyctidaceae","Rhizophydiaceae","Rhizopodaceae","Rhynchogastremataceae","Rhytismatales_fam_Incertae_sedis","Saccharomycetaceae","Saccharomycetales_fam_Incertae_sedis","Saksenaeaceae","Schizoporaceae","Sclerotiniaceae","Sirobasidiaceae","Sordariaceae","Sordariales_fam_Incertae_sedis","Sordariomycetes_fam_Incertae_sedis","Spizellomycetaceae","Sporidiobolaceae","Sporocadaceae","Sporormiaceae","Stachybotryaceae","Stephanosporaceae","Stictidaceae","Strophariaceae","Symmetrosporaceae","Sympoventuriaceae","Syncephalastraceae","Teloschistaceae","Teratosphaeriaceae","Testudinaceae","Thelebolaceae","Thelephoraceae","Tilachlidiaceae","Torulaceae","Trechisporales_fam_Incertae_sedis","Trematosphaeriaceae","Tremellaceae","Tremellales_fam_Incertae_sedis","Trichocomaceae","Tricholomataceae","Trichomeriaceae","Trichomonascaceae","Trichosphaeriaceae","Trichosporonaceae","Trimorphomycetaceae","Tuberaceae","Tulasnellaceae","unidentified","Unknown","Ustilaginaceae","Valsaceae","Venturiaceae","Verrucariaceae","Wallemiaceae","Xylariaceae"
146,146,"4/21/21 10:04",0,2,1,1,1,-119.7284223,35.1303838,NA,NA,"AC02SN12","C","P","N",1,"C02","C02PN1","C02SN1","C02","PN","4/21/21 10:04",10,4,10.06666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR011ER",0,0,0,0,0,0,0,0,0,0,0,0,0,1119,111,0,1435,0,22,0,0,0,0,26,0,0,0,0,0,81,0,0,0,0,0,48,0,387,0,12,0,0,0,6,5,118,0,8366,0,0,0,534,0,0,0,0,0,5,36,0,2025,297,23,7,24,11,0,298,0,0,0,0,0,0,513,0,0,0,0,991,0,0,62,0,113,0,768,0,0,0,0,0,0,0,0,0,172,0,112,33,67,0,8,0,115,0,0,0,0,0,0,0,4,0,0,0,6,3,0,621,0,0,80,769,0,0,0,0,273,0,0,0,0,40,913,0,24,0,388,0,0,0,0,0,0,64,0,0,8699,0,51,0,0,0,21,55,0,0,1410,403,0,23,98,0,0,0,0,0,10104,0,0,0,0,27,0,0,3270,285,9,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,255,0,0,0,0,65,0,4396,8449,0,0,0,0,0,0
147,147,"4/21/21 10:21",0,2,0,1,1,-119.72299,35.13051497,NA,NA,"AC02PN12","C","S","N",1,"C02","C02SN1","C02PN1","C02","SN","4/21/21 10:21",10,21,10.35,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C211","JTMR010BC",0,0,8,0,837,0,0,0,0,0,1978,0,59,773,0,0,9619,0,541,0,0,0,19,14,0,0,0,0,0,57,0,0,0,0,636,48,0,5089,0,0,0,0,11,0,0,4,309,216,0,33,87,0,21,2,0,0,0,0,0,0,1939,47,0,13,3,0,0,0,0,382,0,0,0,0,775,0,0,0,0,0,0,0,1020,0,134,0,275,0,0,0,0,0,1419,0,0,0,1804,0,11,0,15,354,0,0,11,0,0,0,0,0,4789,0,0,0,612,0,65,0,0,4515,0,0,2225,51,0,157,852,0,2,0,0,0,0,0,1581,0,1065,0,112,0,0,0,0,0,3,172,39,0,3729,9,5,0,37,0,54,7268,0,0,1799,205,0,8,114,0,0,5,0,0,0,0,0,10,0,34,0,0,1797,13,59,0,0,0,11,0,0,2,0,14,0,0,0,0,0,0,0,905,0,3,20,0,0,0,0,0,2504,6679,0,0,0,0,15,75
148,148,"4/21/21 10:41",0,2,0,0,1,-119.7226716,35.13090319,NA,NA,"AC02SE12","C","S","E",1,"C02","C02SE1","C02SE1","C02","SE","4/21/21 10:41",10,41,10.68333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011DS",0,0,7,0,0,0,0,0,0,0,0,4,0,606,0,0,2062,0,713,22,0,3,0,0,0,0,0,0,0,231,0,0,0,0,0,70,0,857,0,0,0,0,0,0,0,133,0,6190,0,276,0,834,0,0,0,0,0,0,108,0,3823,218,69,0,21,0,0,71,0,0,0,0,0,0,41,0,21,0,0,133,0,0,266,0,69,0,401,14,0,0,18,0,0,0,0,0,358,0,101,0,42,0,0,0,8,461,0,0,0,0,0,0,334,0,0,0,14,0,0,4702,0,0,18,415,0,0,0,0,173,0,0,0,0,108,98,0,145,0,539,0,0,0,0,0,0,10,4,0,5839,0,44,0,0,0,35,12,0,0,607,210,0,10,21,0,0,0,0,0,4695,0,4,0,3,0,0,0,4175,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,99,0,0,0,0,16,0,1598,13643,0,0,0,0,0,0
150,150,"4/21/21 11:54",0,4,1,0,1,-119.7249263,35.12218561,NA,NA,"AC04PE12","C","P","E",1,"C04","C04PE1","C04PE1","C04","PE","4/21/21 11:54",11,54,11.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR011AY",0,0,14,0,0,6,0,0,0,0,0,0,0,190,16,0,1191,0,937,0,0,0,0,141,0,4,0,0,0,413,0,0,0,0,0,0,0,634,0,0,0,0,0,0,0,84,0,3254,0,221,0,24,0,0,18,0,0,0,95,0,1164,908,5,0,0,0,0,2516,0,0,0,0,0,0,503,0,0,2,0,18,0,0,19,0,323,0,120,0,0,0,0,0,41,0,0,0,1783,0,56,0,0,0,14,0,0,39,0,0,0,0,0,0,7,0,0,0,537,0,0,4652,0,0,99,70,0,0,0,0,45,0,0,0,0,51,841,0,641,0,599,0,0,0,0,0,0,177,7,0,7165,22,16,0,0,0,0,906,0,0,128,42,0,0,91,0,0,0,0,0,359,0,0,0,7,11,0,0,1664,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,8,0,0,0,0,24,0,11657,11794,0,0,0,0,0,0
151,151,"4/21/21 12:14",0,4,0,0,1,-119.724714,35.1218074,NA,NA,"AC04SE12","C","S","E",1,"C04","C04SE1","C04SE1","C04","SE","4/21/21 12:14",12,14,12.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C401","JTMR010Q",0,0,0,0,0,0,0,0,0,0,0,0,0,0,157,0,756,0,149,0,0,0,0,21,0,0,0,0,0,301,0,0,0,0,0,12,0,63,0,0,0,0,0,0,35,22,0,737,2,19,31,110,0,0,17,0,0,0,0,0,1684,481,0,0,0,0,0,0,0,0,0,0,0,0,204,0,0,0,0,91,0,0,0,6,382,52,33,0,0,0,0,0,50,0,0,0,20,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,112,0,0,390,0,0,0,174,0,0,0,0,39,0,0,0,0,0,115,0,217,0,16404,0,5,0,0,0,6,0,61,0,3803,17,0,0,0,0,13,14,0,117,275,91,7,0,30,0,0,0,0,0,117,0,0,0,0,0,0,0,2592,0,0,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,1041,20077,0,0,0,0,0,0
153,153,"4/21/21 13:45",0,10,1,0,1,-119.701476,35.11423216,NA,NA,"AC10PE12","C","P","E",1,"C10","C10PE1","C10PE1","C10","PE","4/21/21 13:45",13,45,13.75,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011BJ",0,0,707,0,0,0,0,0,0,0,747,0,51,0,40,0,19365,0,0,0,0,0,0,185,0,0,0,0,0,8,0,0,0,0,0,0,0,4038,0,0,0,0,0,0,10,0,20,60,0,27,0,4,0,5,0,0,0,0,1531,0,745,290,58,0,0,0,0,0,0,0,0,0,0,0,85,0,0,148,0,0,0,0,365,0,95,0,413,0,0,0,0,0,1008,0,0,0,56,0,392,0,0,0,0,0,17,0,0,0,0,0,38,0,44,0,0,0,29,0,0,165,0,0,2051,701,0,53,240,16,113,0,0,0,0,68,123,31,0,0,158,0,0,0,0,0,0,0,25,0,1461,96,0,0,0,0,0,998,0,0,520,0,0,380,40,0,0,0,0,0,6,0,0,0,0,0,0,0,209,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,752,0,0,0,0,0,0,0,0,1901,5149,0,0,0,0,0,0
154,154,"4/21/21 13:54",0,10,0,0,1,-119.7014153,35.11426241,NA,NA,"AC10SE12","C","S","E",1,"C10","C10SE1","C10SE1","C10","SE","4/21/21 13:54",13,54,13.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1001","JTMR011Y",0,0,149,0,0,0,0,0,0,0,0,0,0,4,0,0,8709,0,5,0,0,0,0,0,0,0,0,0,0,54,0,0,3,0,0,10,0,46,0,0,0,0,0,0,0,0,0,146,0,0,0,30,0,0,0,0,0,0,13,0,24116,225,0,0,0,0,0,45,0,0,0,0,0,0,60,0,0,0,0,8,0,0,6,0,89,0,163,0,0,0,0,0,7,0,0,0,0,0,159,0,26,0,0,0,11,0,0,0,0,0,0,0,13,0,0,0,0,0,0,895,0,0,74,26,0,0,0,0,24,0,0,0,0,55,981,0,0,0,405,0,0,0,0,0,0,0,10,0,17478,0,0,0,0,0,0,29,0,0,412,0,0,593,18,0,0,0,0,0,0,0,0,0,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,1711,2221,0,0,0,0,0,3
158,158,"4/21/21 16:54",1,1,1,0,1,-119.6693035,35.08245118,NA,NA,"AS01PE12","S","P","E",1,"S01","S01PE1","S01PE1","S01","PE","4/21/21 16:54",16,54,16.9,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010W",0,0,490,0,0,0,0,0,0,0,145,0,0,10,0,0,3142,100,812,0,0,0,0,0,0,6,0,0,0,20,0,0,0,0,0,3699,0,512,0,17,2,0,232,0,0,0,8,265,0,224,0,0,0,0,0,0,0,0,1157,0,227,1089,0,0,0,0,0,0,0,0,0,0,0,0,515,0,0,0,0,26,0,0,130,0,0,0,144,4,0,0,0,0,403,0,0,0,143,2,91,35,0,7,0,0,22,0,0,0,0,0,52,0,16,0,942,0,225,0,0,1272,0,10,43,812,29,0,18,0,71,0,0,0,0,43,652,0,156,0,268,0,0,0,0,0,234,0,0,0,3693,54,0,0,105,0,0,451,0,0,112,57,0,0,42,0,0,0,0,0,20535,0,0,0,0,221,0,0,182,22,22,0,0,0,0,0,0,36,0,0,0,0,0,0,6599,0,0,172,0,18,0,0,0,0,0,0,2934,3263,0,0,0,0,2,0
159,159,"4/21/21 17:06",1,1,0,0,1,-119.6692839,35.08246879,NA,NA,"AS01SE12","S","S","E",1,"S01","S01SE1","S01SE1","S01","SE","4/21/21 17:06",17,6,17.1,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S101","JTMR010L",0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,7889,0,0,0,0,0,0,0,0,0,0,141,0,0,0,0,0,91,0,7,0,60,0,0,0,0,33,0,0,17062,10,0,108,0,0,0,0,0,0,0,122,0,357,95,105,32,0,12,0,0,0,0,0,0,0,0,514,0,4,0,0,230,0,0,0,7,0,0,263,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,21,0,23,0,0,0,0,0,0,0,119,0,15,0,0,1253,0,0,0,137,0,0,0,0,0,0,0,0,0,0,462,0,4974,0,2912,0,0,0,0,0,39,1151,0,0,9911,0,0,0,0,0,39,0,0,0,557,0,3,0,7,0,0,0,0,0,3645,0,0,0,0,0,0,0,212,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,22,0,867,3434,0,0,0,0,0,0
160,160,"4/22/21 8:26",1,5,1,1,1,-119.6803809,35.08381932,NA,NA,"AS05PN12","S","P","N",1,"S05","S05PN1","S05PN1","S05","PN","4/22/21 8:26",8,26,8.433333333,"Spring",NA,NA,NA,35.46,35,33.86,33.51,4,1,"S511","JTMR011CK",0,0,28,0,986,0,0,0,10,0,725,0,9,1714,0,0,4379,0,0,0,0,0,14,0,0,11,0,0,0,496,0,0,0,0,126,6,0,2139,0,5,0,0,0,0,0,0,269,669,0,0,0,0,0,0,5,0,0,0,34,0,7626,237,0,0,0,0,0,2,0,44,0,0,0,0,271,0,0,0,0,0,0,0,387,0,142,0,180,0,0,0,0,0,29,0,65,0,1422,0,41,7,0,174,0,0,34,0,0,0,0,0,2438,0,0,0,0,0,12,0,0,537,0,0,189,122,0,190,372,0,59,0,0,0,0,0,5950,17,11,0,164,0,0,0,0,0,0,0,58,0,7537,25,0,0,0,3,283,2822,0,0,15622,15,0,6,227,0,0,32,0,0,6710,0,0,0,0,5,0,0,607,12,0,0,0,0,12,0,0,0,18,0,0,0,0,0,0,0,0,81,0,29,0,0,0,0,0,0,484,10981,0,0,0,0,0,20
161,161,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN12","S","S","N",1,"S05","S05SN1","S05SN1","S05","SN","4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR011EK",0,0,5371,0,0,0,0,0,0,0,120,0,0,78,0,0,4649,0,115,0,0,0,6,12,0,4,0,0,0,48,0,0,0,0,0,7,0,1046,0,36,0,0,0,0,48,0,4,582,0,0,0,12,0,0,0,0,0,0,782,0,1476,2248,131,0,0,0,0,0,0,0,0,0,0,0,479,0,0,0,0,309,0,0,200,0,0,0,383,9,0,0,0,0,13,0,0,0,105,0,62,114,0,0,0,0,15,0,0,0,0,0,28,0,8,0,0,0,0,0,0,385,0,0,778,712,0,13,0,0,141,0,0,0,0,65,918,0,530,0,1332,0,0,0,0,0,0,0,0,0,5507,8,40,0,0,8,0,594,0,0,1752,0,0,10,64,0,0,0,0,0,13618,0,0,58,0,6,0,0,3739,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,108,0,23,0,0,0,0,12,0,2155,11716,0,0,0,0,0,0
162,162,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE12","S","S","E",1,"S05","S05SE1","S05SE1","S05","SE","4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010G",0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,795,12,2123,0,0,0,0,0,0,0,0,0,0,435,0,0,0,0,0,349,0,0,0,34,0,0,7,6,125,0,0,129,141,0,0,7,0,0,0,0,0,0,50,31,9078,1513,16,51,0,0,0,0,0,0,0,0,0,0,658,0,5,0,0,338,0,0,0,17,68,0,133,22,0,0,0,0,6,0,0,0,0,0,45,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,7933,0,0,0,21,11,0,0,0,73,0,0,0,0,0,495,0,1370,0,1416,0,0,0,0,0,0,26,0,0,21431,11,24,0,17,13,0,0,0,0,15,9,0,0,163,0,0,0,0,0,4995,0,0,27,0,7,0,0,3858,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,0,1135,10223,0,0,0,0,0,0
164,164,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE12","S","P","E",1,"S02","S02PE1","S02PE1","S02","PE","4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,35.12,1,0,"S201","JTMR010CV",0,0,98,0,1239,0,0,0,0,0,1962,0,0,10444,0,0,13772,0,0,0,0,0,16,243,0,4,0,0,0,79,0,0,0,0,143,0,0,9985,0,0,0,0,5,0,0,0,301,303,3,72,0,0,0,0,5,10,0,0,210,0,8645,86,0,9,0,0,0,0,0,170,0,0,0,0,917,0,0,14,0,0,0,0,567,0,29,7,890,0,0,0,0,0,729,0,0,0,1726,0,0,0,0,210,0,0,18,0,0,0,0,0,5251,0,0,0,379,0,410,0,0,1129,0,0,120,575,12,200,122,0,58,0,0,0,0,4,1009,7,0,0,71,0,0,0,0,0,105,4,69,0,16378,4,6,0,171,0,221,3338,0,0,6866,802,64,13,162,0,0,0,0,0,0,0,0,0,0,32,2,0,6401,3,223,0,0,0,25,0,0,3,16,13,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,1524,6317,0,0,0,0,10,126
165,165,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE12","S","S","E",1,"S02","S02SE1","S02SE1","S02","SE","4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR010BV",0,0,980,0,0,0,0,0,0,0,25,0,0,317,0,0,973,0,36,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,127,0,456,0,0,0,0,0,0,75,0,10,177,0,0,0,0,0,0,0,0,0,0,115,0,3829,3702,20,0,0,0,0,0,0,0,0,0,0,0,872,0,0,18,0,286,0,0,24,16,20,0,879,0,0,0,0,0,36,0,0,0,52,0,393,79,0,0,0,0,47,0,0,0,0,0,0,0,0,0,469,0,0,0,0,645,0,0,7,222,0,9,0,0,6,0,0,0,0,0,459,0,332,0,1492,0,0,0,0,0,81,208,28,0,15597,0,0,0,0,0,201,0,0,13,1197,101,20,0,100,0,0,0,0,0,29,0,0,0,0,11,0,0,1721,8,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,39,0,1891,6584,3,0,0,0,0,0
177,177,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE12","C","P","E",1,"C06","C06PE1","C06PE1","C06","PE","4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011O",0,0,0,0,0,13,0,0,0,0,9,0,0,2634,0,0,4635,0,19,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,1053,0,0,0,0,0,0,0,0,0,1232,0,0,0,11,0,0,6,0,0,0,8,0,29879,5,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0,0,0,0,0,12,0,15,0,17,0,0,0,0,0,0,0,0,0,549,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,336,0,0,0,1022,0,0,312,0,0,0,0,0,0,0,1051,0,28,0,43,0,0,0,0,0,0,0,20,0,11643,0,76,0,0,0,62,25,0,0,2058,21,0,20,44,0,0,0,0,0,0,0,0,0,0,0,0,0,3474,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,638,1842,0,0,0,0,0,0
178,178,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN12","C","S","N",1,"C08","C08SN1","C08SN1","C08","SN","4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011DH",0,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,542,0,9,0,0,0,0,0,0,295,0,0,0,462,0,0,0,0,0,34,0,159,0,0,0,0,0,0,14,0,0,129,0,0,0,16,0,0,0,0,0,0,67,0,14911,4517,26,0,0,0,0,0,0,0,0,0,0,0,487,0,0,0,0,828,0,0,6,0,746,0,134,12,0,0,0,0,11,0,0,0,50,0,42,0,154,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1433,0,0,0,108,0,12,0,0,69,0,0,0,0,18,2314,0,105,0,2896,0,0,0,0,0,0,2,7,0,16357,10,9,0,0,0,0,42,0,0,3204,26,0,9,138,0,0,0,0,0,58,0,0,0,0,0,0,0,1180,73,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,59,0,0,0,0,22,0,1690,3750,0,0,0,0,0,0
179,179,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN12","C","P","N",1,"C07","C07PN1","C07PN1","C07","PN","4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,35.08,38.23,34.99,36.78,4,1,"C711","JTMR011M",0,0,0,0,0,0,0,0,0,0,0,0,0,2101,19,0,783,0,15,0,0,0,0,13,0,0,0,0,0,306,0,0,0,0,0,910,0,1015,0,0,0,0,40,0,0,0,16,328,21,0,0,0,0,0,6,0,0,0,20,0,13284,2594,6,0,0,0,0,12,0,0,0,0,0,5,419,0,0,0,0,0,0,0,28,0,325,0,95,0,0,0,0,0,6,0,0,0,1031,0,27,108,14,0,0,0,0,0,0,0,0,0,134,0,0,0,0,0,0,0,0,1150,0,0,20,494,0,7,0,0,0,0,0,0,0,0,2998,0,245,0,8412,0,0,0,0,0,0,59,141,0,12401,0,0,0,0,0,0,53,0,1098,527,77,0,6,368,0,0,0,0,0,195,0,0,0,0,12,0,0,1641,0,0,0,0,0,0,0,0,21,0,7,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,996,7137,0,0,0,0,0,0
181,181,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE12","C","S","E",1,"C07","C07SE1","C07SE1","C07","SE","4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010C",0,0,3,0,0,0,0,0,0,0,0,0,0,219,0,0,12240,0,1035,0,0,0,0,298,0,17,0,0,0,176,0,7,0,0,0,21,0,2828,0,0,0,0,179,0,231,641,0,1261,0,22,0,9,0,0,4,0,0,0,76,0,4079,542,0,0,0,12,0,0,0,0,0,0,15,0,720,0,0,0,0,1153,0,5,27,36,368,0,197,0,0,0,17,0,12,0,0,0,606,0,1157,0,115,0,0,0,20,4006,0,0,0,0,226,0,15,0,904,0,0,0,0,6015,0,0,46,582,15,0,0,0,242,0,0,0,5,83,43,0,1118,0,1978,0,0,0,0,0,33,399,47,0,7379,14,52,0,0,0,0,55,0,0,770,41,24,0,35,0,0,0,0,0,656,0,0,0,0,0,0,0,7377,0,8,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,16,0,81,0,0,0,0,251,0,3897,32858,0,0,0,0,0,0
183,183,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE12","C","P","E",1,"C02","C02PE1","C02PE1","C02","PE","4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011CU",0,0,251,0,63,0,0,0,0,0,59,0,0,363,0,0,1884,0,95,0,0,0,20,0,0,0,0,0,0,228,0,0,0,0,4,17,0,2752,0,0,5,0,0,0,6,92,0,5400,0,40,0,57,0,0,0,0,0,0,0,0,3113,3718,12,0,0,0,0,0,0,0,0,0,0,0,370,0,6,0,0,7,0,0,10,0,426,476,184,0,0,0,12,0,644,0,41,0,10263,0,12,0,6,0,0,0,34,0,0,0,0,0,774,0,64,0,0,0,25,0,0,2922,0,0,1181,2798,0,27,1002,6,216,0,0,0,0,9,501,0,37,0,2162,0,0,0,13,0,0,0,320,0,16990,0,0,0,0,0,2224,3856,0,0,504,2408,0,4,216,0,0,0,0,0,0,0,0,0,130,28,0,0,748,14,1608,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,42,0,0,0,0,0,0,3237,8775,0,0,0,0,0,0
