"X.1","X","date_time_samp","site","plot_num","treatment","exclosure","paired","longitude","latitude","man_long","man_lat","barcode","sample_num","veg_type","veg_level","vwc","period","soil_temp","pH","siteX","treatmentX","exclosureX","pairedX","plot","cluster","clusterBC","plotBC","factorial","veg_type_med","veg_level_med","vwc_med","period_med","soil_temp_med","pH_med","Date","hour","minute","time","season","notes_cluster","number","year","CT1","CT2","CT3","CT4","Ct_detects","positive","cluster_pair","Library_Name","Acarosporales","Acrospermales","Agaricales","Agaricostilbales","Archaeosporales","Atheliales","Auriculariales","Basidiobolales","Boliniales","Botryosphaeriales","Caliciales","Candelariales","Cantharellales","Capnodiales","Chaetosphaeriales","Chaetothyriales","Chytridiales","Coniochaetales","Corticiales","Cystobasidiales","Cystobasidiomycetes_ord_Incertae_sedis","Cystofilobasidiales","Diaporthales","Diversisporales","Dothideales","Dothideomycetes_ord_Incertae_sedis","Entorrhizales","Entylomatales","Erysiphales","Erythrobasidiales","Eurotiales","Filobasidiales","Geastrales","Geminibasidiales","Gigasporales","Glomerales","Glomerellales","GS05","GS11","Harpochytriales","Helotiales","Holtermanniales","Hymenochaetales","Hypocreales","Lecanorales","Leucosporidiales","Lichenostigmatales","Lobulomycetales","Magnaporthales","Melanosporales","Microascales","Microbotryomycetes_ord_Incertae_sedis","Microstromatales","Microthyriales","Mortierellales","Mucorales","Mycocaliciales","Myriangiales","Myrmecridiales","Mytilinidiales","Olpidiales","Onygenales","Orbiliales","Ostropales","Pezizales","Pezizomycotina_ord_Incertae_sedis","Phaeomoniellales","Phomatosporales","Platygloeales","Pleosporales","Polyporales","Rhizophlyctidales","Rhizophydiales","Rhytismatales","Russulales","Saccharomycetales","Sebacinales","Sordariales","Sordariomycetes_ord_Incertae_sedis","Spizellomycetales","Sporidiobolales","Taphrinales","Teloschistales","Thelebolales","Thelephorales","Trechisporales","Tremellales","Tremellodendropsidales","Trichosphaeriales","Trichosporonales","Tubeufiales","Umbelopsidales","unidentified","unspecified_Agaricomycetes","unspecified_Ascomycota","unspecified_Basidiobolomycota","unspecified_Basidiomycota","unspecified_Chytridiomycota","unspecified_Cystobasidiomycetes","unspecified_Dothideomycetes","unspecified_Eurotiomycetes","unspecified_Fungi","unspecified_Glomeromycota","unspecified_Leotiomycetes","unspecified_Microbotryomycetes","unspecified_Orbiliomycetes","unspecified_Sordariomycetes","unspecified_Tremellomycetes","Urocystidales","Ustilaginales","Venturiales","Verrucariales","Wallemiales","Xylariales"
161,161,"4/22/21 8:49",1,5,0,1,1,-119.6802974,35.08218187,NA,NA,"AS05SN12",2,0,0,NA,NA,61,NA,"S","S","N",1,"S05","S05SN1","S05SN1","S05","SN",0,0,NA,NA,61,NA,"4/22/21 8:49",8,49,8.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S511","JTMR011EK",0,0,5441,0,0,0,0,0,0,4,0,0,7,393,0,1204,0,582,0,0,0,0,24,173,115,0,0,0,0,0,4757,479,0,0,0,357,0,0,0,0,14396,9,0,5080,0,0,530,0,0,0,28,0,0,0,0,10,0,0,0,0,0,333,694,0,2760,0,0,0,0,16730,0,0,0,0,0,0,0,1695,0,12,0,8,0,594,0,0,112,0,0,0,0,0,389,0,2952,0,33,0,0,0,0,1757,0,198,0,0,235,0,0,0,0,0,0,802
162,162,"4/22/21 9:05",1,5,0,0,1,-119.6807346,35.08221517,NA,NA,"AS05SE12",2,1,2,NA,NA,65,NA,"S","S","E",1,"S05","S05SE1","S05SE1","S05","SE",1,2,NA,NA,65,NA,"4/22/21 9:05",9,5,9.083333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR010G",0,0,24,0,0,12,17,0,0,26,0,0,349,7941,0,399,7,129,0,0,0,0,0,16,2174,0,0,0,0,0,795,658,5,0,0,463,0,0,0,17,5063,22,0,155,0,0,1370,0,0,0,0,0,0,0,58,0,0,0,0,0,11,0,140,0,570,0,0,0,0,37734,0,9,0,0,0,0,0,157,0,207,0,13,0,0,0,0,1050,0,0,0,0,0,186,4717,2774,0,215,0,0,0,0,1712,0,10,0,0,127,274,0,0,0,0,0,50
164,164,"4/22/21 9:56",1,2,1,0,1,-119.6743708,35.08460265,NA,NA,"AS02PE12",2,0,0,NA,NA,64,NA,"S","P","E",1,"S02","S02PE1","S02PE1","S02","PE",0,0,NA,NA,64,NA,"4/22/21 9:56",9,56,9.933333333,"Spring",NA,NA,NA,NA,NA,NA,35.12,1,0,"S201","JTMR010CV",0,0,829,0,0,0,0,0,0,8,0,0,0,1132,0,952,5,303,0,5,0,10,0,0,9,170,0,0,0,0,13819,1022,0,14,0,0,69,0,0,0,156,0,0,1408,0,0,0,13,0,0,5251,0,0,0,379,633,0,0,0,0,12,4337,89,0,18319,7,0,0,0,32436,0,802,64,0,0,0,0,12177,0,338,2,0,0,3351,0,0,241,0,0,0,0,0,603,1209,3510,0,0,12,0,0,42,501,0,234,0,0,18,13,0,0,25,0,10,664
165,165,"4/22/21 10:14",1,2,0,0,1,-119.6748002,35.08415087,NA,NA,"AS02SE12",2,1,1,NA,NA,70,NA,"S","S","E",1,"S02","S02SE1","S02SE1","S02","SE",1,1,NA,NA,70,NA,"4/22/21 10:14",10,14,10.23333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S201","JTMR010BV",0,0,1261,0,0,0,0,0,0,208,0,0,127,645,0,1040,0,177,0,0,0,0,0,28,36,0,0,0,0,0,973,953,0,18,0,361,28,0,0,16,56,0,0,272,0,0,332,0,0,0,0,0,0,0,475,0,0,0,0,0,0,58,314,0,2012,0,0,0,0,27592,0,101,20,0,0,0,0,3838,0,80,0,0,0,0,0,0,270,0,0,0,0,0,444,1490,457,0,0,13,0,87,0,1285,0,14,0,0,20,0,0,3,0,0,0,125
177,177,"4/20/21 13:47",0,6,1,0,1,-119.7475458,35.11453835,NA,NA,"AC06PE12",2,0,0,4.5,1.148,80,NA,"C","P","E",1,"C06","C06PE1","C06PE1","C06","PE",0,0,4.7,1.152,84,NA,"4/20/21 13:47",13,47,13.78333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C601","JTMR011O",0,0,147,0,0,0,0,0,0,0,0,0,0,336,0,560,0,1232,0,6,0,0,0,0,19,0,0,0,0,0,4635,292,0,0,0,0,20,0,0,0,15,0,0,1033,0,0,28,0,0,0,4,0,0,0,0,20,0,0,0,0,0,333,4,0,5743,0,0,0,0,46137,0,21,13,0,0,0,0,1739,0,0,0,0,0,25,0,0,79,0,0,0,0,0,0,0,402,0,0,0,0,184,0,174,0,0,0,0,0,0,0,0,0,0,0,8
178,178,"4/20/21 14:51",0,8,0,1,1,-119.729769,35.11306696,NA,NA,"AC08SN12",2,0,0,7.4,1.208,84,NA,"C","S","N",1,"C08","C08SN1","C08SN1","C08","SN",0,0,6.9,1.1975,84,NA,"4/20/21 14:51",14,51,14.85,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C811","JTMR011DH",0,0,36,0,0,0,0,0,0,297,0,0,34,1433,0,503,0,129,0,0,0,0,0,26,9,0,0,0,0,0,542,487,0,0,0,842,7,0,0,0,804,12,0,201,0,154,105,0,0,4,0,0,0,0,0,9,0,0,0,0,0,18,696,0,5622,0,0,0,0,42450,0,26,0,0,0,0,0,652,0,3,0,0,0,50,0,0,600,0,0,0,0,0,9,0,932,0,0,0,0,33,0,487,0,16,0,0,41,0,0,0,0,0,0,67
179,179,"4/20/21 15:55",0,7,1,1,1,-119.7328116,35.10880071,NA,NA,"AC07PN12",2,0,0,NA,NA,79,NA,"C","P","N",1,"C07","C07PN1","C07PN1","C07","PN",0,0,NA,NA,84,NA,"4/20/21 15:55",15,55,15.91666667,"Spring",NA,NA,NA,35.08,38.23,34.99,36.78,4,1,"C711","JTMR011M",0,0,1123,0,0,0,0,0,0,59,0,0,910,1184,0,303,40,328,0,6,0,0,0,6,15,0,0,0,0,0,783,419,0,0,0,0,141,0,0,0,540,0,0,500,0,14,245,0,0,0,134,0,0,0,0,6,0,0,0,0,0,35,73,0,5816,0,0,0,0,41706,0,77,0,0,0,0,0,2699,0,65,0,0,0,60,0,0,677,0,0,0,0,0,55,0,1904,0,0,4,0,0,0,1858,0,16,0,0,0,0,0,0,0,0,0,36
181,181,"4/20/21 16:36",0,7,0,0,1,-119.7322485,35.10831569,NA,NA,"AC07SE12",2,1,3,NA,NA,86,NA,"C","S","E",1,"C07","C07SE1","C07SE1","C07","SE",1,3,NA,NA,85,NA,"4/20/21 16:36",16,36,16.6,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C701","JTMR010C",0,0,4295,0,0,0,0,0,0,416,0,0,28,6031,0,1409,179,1261,0,4,3,0,0,53,1047,0,0,0,0,15,12256,753,0,0,0,1384,47,0,0,36,1070,0,0,1266,0,115,1118,0,4006,0,226,0,0,0,904,0,0,0,0,0,15,27,1241,0,1298,0,0,0,0,38407,17,41,24,0,5,0,0,13341,0,345,0,0,0,55,0,0,299,0,0,0,0,0,492,861,1260,0,0,153,0,4,0,1285,0,0,0,0,450,0,5,0,0,0,0,91
183,183,"4/21/21 10:26",0,2,1,0,1,-119.7226224,35.13081797,NA,NA,"AC02PE12",2,1,1,NA,NA,64,NA,"C","P","E",1,"C02","C02PE1","C02PE1","C02","PE",1,2,NA,NA,65,NA,"4/21/21 10:26",10,26,10.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C201","JTMR011CU",0,0,4158,5,0,0,0,0,0,0,0,0,17,2922,0,1756,0,5400,0,0,0,0,0,12,95,0,0,0,0,0,1884,370,6,0,0,13,320,0,0,0,2125,0,0,4008,0,6,37,0,0,0,774,0,0,18,0,29,0,0,0,0,0,1196,377,0,1368,0,0,13,0,31217,12,2408,0,0,0,0,0,13324,130,67,0,0,0,3856,0,0,459,762,0,0,0,0,222,0,1089,12,0,10,0,1396,0,1488,0,89,0,0,0,0,0,0,0,0,0,77
184,184,"4/21/21 11:22",0,4,1,1,1,-119.7242392,35.12222962,NA,NA,"AC04PN12",2,1,1,NA,NA,71,NA,"C","P","N",1,"C04","C04PN1","C04PN1","C04","PN",1,1,NA,NA,68,NA,"4/21/21 11:22",11,22,11.36666667,"Spring",NA,NA,NA,NA,NA,36.76,NA,1,0,"C411","JTMR010EU",0,0,91,0,0,0,0,0,0,3,0,0,11,277,0,472,29,228,0,0,0,5,0,9,0,49,0,0,0,0,6894,106,0,0,0,28,12,0,0,0,189,4,0,1288,0,0,0,0,0,0,11558,0,0,0,246,1625,0,0,0,0,0,5647,89,0,4788,0,0,0,0,5179,0,85,3,0,0,206,0,7252,0,628,0,0,0,702,0,0,59,0,0,0,0,0,495,0,471,0,0,13,0,5,26,808,0,223,0,0,838,0,0,0,46,0,10,701
185,185,"4/21/21 11:30",0,4,0,1,1,-119.7242543,35.12227227,NA,NA,"AC04SN12",2,1,1,NA,NA,78,NA,"C","S","N",1,"C04","C04SN1","C04SN1","C04","SN",1,1,NA,NA,76,NA,"4/21/21 11:30",11,30,11.5,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C411","JTMR010ET",0,0,41,0,3,0,38,0,0,50,0,0,356,4526,0,992,0,211,0,0,0,5,134,25,8,0,0,168,0,0,1784,1472,0,0,0,112,0,0,0,14,268,3,0,2982,0,0,338,8,0,0,31,0,0,0,200,0,0,0,0,0,11,86,212,0,2822,0,0,0,0,39160,0,19,13,0,0,0,0,594,0,130,0,0,0,333,0,0,494,0,0,0,0,0,208,1206,492,2,0,8,0,11,0,1016,0,44,0,0,53,0,4,0,0,0,0,1385
186,186,"4/21/21 13:09",0,10,1,1,1,-119.701232,35.11467272,NA,NA,"AC10PN12",2,0,0,NA,NA,76,NA,"C","P","N",1,"C10","C10PN1","C10PN1","C10","PN",0,0,NA,NA,76,NA,"4/21/21 13:09",13,9,13.15,"Spring",NA,NA,NA,NA,37.54,NA,NA,1,0,"C1011","JTMR010D",0,0,12640,0,0,0,317,0,0,3,0,0,1145,2209,0,1152,49,361,0,7,0,23,0,0,23,0,0,0,3,0,2782,1996,0,0,0,100,44,0,0,13,1649,0,0,533,0,37,91,0,0,0,407,0,0,0,383,31,0,0,0,0,13,367,238,0,4253,9,0,0,0,42061,0,128,75,0,0,0,0,6341,0,999,0,0,0,335,0,0,595,27,20,0,0,0,1101,340,789,3,23,117,0,480,0,2369,0,88,0,0,18,0,0,0,8,0,24,56
187,187,"4/21/21 13:18",0,10,0,1,1,-119.7012055,35.1145965,NA,NA,"AC10SN12",2,0,0,NA,NA,80,NA,"C","S","N",1,"C10","C10SN1","C10SN1","C10","SN",0,0,NA,NA,81,NA,"4/21/21 13:18",13,18,13.3,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"C1011","JTMR010DU",0,0,514,0,0,0,0,0,0,0,0,0,8,467,0,147,5,0,0,0,0,8,5,0,0,37,0,0,0,0,2928,649,0,0,0,0,89,0,0,0,467,0,0,351,0,23,11,48,0,0,1440,0,0,0,1287,108,0,0,0,0,0,1600,68,0,9982,0,0,0,0,21243,0,137,30,0,0,0,0,11936,0,384,0,0,0,2078,0,0,105,0,0,0,0,0,853,239,1585,0,0,8,0,0,0,1032,0,104,0,0,46,0,0,0,42,0,11,269
191,191,"4/21/21 16:39",1,1,1,1,1,-119.6694763,35.08286182,NA,NA,"AS01PN12",2,0,0,NA,NA,76,NA,"S","P","N",1,"S01","S01PN1","S01PN1","S01","PN",0,0,NA,NA,76,NA,"4/21/21 16:39",16,39,16.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR011AR",0,0,45,0,0,0,0,0,0,125,0,0,37,2234,0,261,0,316,0,0,0,0,0,0,1077,0,0,0,0,0,2892,738,33,0,0,16,6,0,0,0,5094,24,0,114,0,0,3283,0,0,0,496,0,0,0,0,0,0,0,0,0,0,653,18,0,364,0,0,0,0,22569,0,121,0,0,0,0,0,6899,0,0,0,0,0,1722,0,0,794,0,0,0,0,0,32,0,683,0,20,0,0,0,0,974,0,1173,0,0,12,0,0,0,0,0,0,70
192,192,"4/21/21 16:49",1,1,0,1,1,-119.6695707,35.08290121,NA,NA,"AS01SN12",2,0,0,NA,NA,85,NA,"S","S","N",1,"S01","S01SN1","S01SN1","S01","SN",0,0,NA,NA,83,NA,"4/21/21 16:49",16,49,16.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S111","JTMR010BB",0,0,567,0,0,0,0,0,0,0,0,0,128,609,0,1377,0,382,0,12,0,0,0,111,7,4,0,0,0,0,2385,1101,7,0,0,196,0,0,0,30,347,7,0,681,0,0,77,0,0,0,2,0,0,0,333,175,0,0,0,0,0,409,259,0,431,0,0,0,0,21854,0,35,10,0,0,0,0,2461,0,70,0,0,0,338,0,0,15,0,0,0,0,0,413,7,3444,0,0,19,0,129,0,1696,0,123,0,0,176,0,0,0,0,0,0,349
194,194,"4/22/21 8:53",1,5,1,0,1,-119.6807534,35.08219474,NA,NA,"AS05PE12",2,1,2,NA,NA,65,NA,"S","P","E",1,"S05","S05PE1","S05PE1","S05","PE",1,3,NA,NA,65,NA,"4/22/21 8:53",8,53,8.883333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S501","JTMR011BD",0,0,135,0,0,0,13,0,0,0,0,0,0,8519,0,621,0,392,0,0,0,0,0,0,330,0,0,0,0,0,3705,192,0,0,0,0,693,0,0,0,830,9,0,2134,0,0,188,0,0,0,149,0,0,0,0,2021,0,0,0,0,0,3384,58,0,3139,0,0,0,0,19583,0,167,0,0,0,0,0,12205,0,34,32,0,0,1547,0,0,243,0,0,0,0,0,127,0,3089,0,13,0,0,40,0,1822,0,410,0,0,8,0,0,0,4,0,0,85
195,195,"4/22/21 9:49",1,2,1,1,1,-119.6752519,35.08399229,NA,NA,"AS02SN12",2,0,0,NA,NA,60,NA,"S","P","N",1,"S02","S02PN1","S02SN1","S02","PN",0,0,NA,NA,62,NA,"4/22/21 9:49",9,49,9.816666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR010I",0,0,310,0,0,0,0,0,0,0,0,0,38,1926,0,129,141,131,4,0,0,22,0,0,22,7,0,53,0,0,7238,1650,0,0,0,72,98,0,0,0,387,0,0,515,0,0,69,0,0,0,9485,0,0,0,1143,81,0,0,0,0,10,2695,86,0,6710,0,0,0,0,50467,0,96,89,0,0,0,0,9158,0,346,0,0,0,6956,0,0,2049,0,0,0,0,0,1177,324,2405,0,0,59,0,4,0,772,0,215,0,0,16,20,0,0,17,0,0,1051
196,196,"4/22/21 9:55",1,2,0,1,1,-119.6753931,35.08397755,NA,NA,"AS02PN12",2,0,1,NA,NA,64,NA,"S","S","N",1,"S02","S02SN1","S02PN1","S02","SN",0,1,NA,NA,64,NA,"4/22/21 9:55",9,55,9.916666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S211","JTMR011ED",0,0,6676,0,0,0,0,0,0,0,0,0,0,131,0,1377,0,81,0,0,0,0,0,81,13,0,0,0,0,0,1796,598,0,0,0,220,0,0,0,0,467,0,0,515,0,0,0,0,0,0,199,0,0,0,0,71,0,0,0,0,0,211,112,0,4761,0,0,0,0,24950,0,27,0,0,0,0,0,2468,0,12,0,0,0,544,0,0,137,0,0,0,0,0,164,0,1583,0,0,9,0,0,0,543,0,18,0,0,106,0,0,0,0,0,0,218
201,201,"4/19/21 16:55",1,7,0,0,1,-119.6549475,35.08328973,NA,NA,"AS07SN13",3,1,1,8.8,1.227,90,7,"S","S","E",1,"S07","S07SE1","S07SN1","S07","SE",1,1,6.4,1.186,90,7,"4/19/21 16:55",16,55,16.91666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR010CI",0,0,666,0,0,0,0,0,0,207,0,0,240,3085,0,2319,36,886,0,50,0,3,0,38,645,0,0,0,0,0,451,364,3,0,0,1138,0,0,0,0,11867,5,0,1211,0,0,1771,0,0,0,0,0,0,0,428,3,0,0,0,0,3,57,1489,0,1146,0,0,0,0,22170,0,32,9,0,0,0,0,716,0,125,0,10,0,40,0,0,2118,0,0,0,0,0,313,0,1813,0,133,28,0,69,0,6669,0,234,0,0,6,148,0,0,0,0,0,199
202,202,"4/19/21 17:05",1,7,1,0,1,-119.655221,35.06577047,NA,NA,"AS07PE13",3,1,1,6.2,1.181,87,7,"S","P","E",1,"S07","S07PE1","S07PE1","S07","PE",1,1,6.2,1.181,87,7,"4/19/21 17:05",17,5,17.08333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S701","JTMR011FE",0,0,108,0,0,0,304,0,0,20,0,0,5,9836,0,1932,0,21893,0,0,0,0,0,0,418,7,0,0,0,0,255,686,24,0,0,0,33,0,0,0,6014,0,0,837,0,3,152,0,0,0,10,0,0,0,0,45,0,0,0,0,0,63,261,0,2092,0,0,0,0,26779,0,989,12,0,3,0,0,3369,0,8,20,0,0,371,0,0,337,0,0,0,0,0,80,0,1656,0,2,71,0,132,0,5378,0,140,0,0,0,0,0,0,29,0,0,11
203,203,"4/19/21 11:10",1,8,1,0,1,-119.6802852,35.05927597,NA,NA,"AS08PE13",3,1,3,6.2,1.182,74,8,"S","P","E",1,"S08","S08PE1","S08PE1","S08","PE",1,3,5.8,1.176,73,8,"4/19/21 11:10",11,10,11.16666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011DR",0,0,370,0,0,0,0,0,0,3,0,0,0,531,0,356,0,8039,0,0,0,0,0,41,94,13,0,0,0,0,2162,26,0,13,0,107,0,0,0,0,561,0,0,258,0,24,427,0,0,0,1567,0,0,0,0,20,0,0,0,0,0,277,42,0,5803,0,0,0,0,6035,0,46,0,0,0,0,0,5565,0,97,0,0,0,986,0,0,73,0,0,0,0,0,195,11,466,0,0,36,0,0,0,200,0,0,0,0,0,0,0,0,0,0,0,132
204,204,"4/19/21 11:39",1,8,0,0,1,-119.6800302,35.0587963,NA,NA,"AS08SE13",3,1,3,13.7,1.317,73,8,"S","S","E",1,"S08","S08SE1","S08SE1","S08","SE",1,3,10.7,1.275,73,8,"4/19/21 11:39",11,39,11.65,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S801","JTMR011CV",0,0,605,0,0,0,0,0,0,1465,0,0,8,564,0,1710,0,462,0,0,0,0,0,180,203,0,0,0,0,0,3438,34,7,0,0,473,0,0,0,0,1161,0,0,383,0,2,6173,0,2085,0,5,0,0,0,0,46,0,0,0,0,0,273,1646,0,4698,0,0,0,0,20673,0,23,0,0,0,0,0,1716,0,324,0,0,0,0,0,0,703,0,0,0,0,0,573,17,822,4,0,0,0,217,0,519,0,0,0,0,556,0,0,0,0,0,0,19799
206,206,"4/19/21 14:38",1,10,0,0,1,-119.480762,34.98586131,NA,NA,"AS10SE13",3,1,1,2.4,1.104,98,NA,"S","S","E",1,"S10","S10SE1","S10SE1","S10","SE",0,0,4.7,1.154,95,NA,"4/19/21 14:38",14,38,14.63333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1001","JTMR011BR",0,0,117,0,0,0,0,0,0,15,0,0,34,3369,0,140,0,3626,0,0,0,0,0,0,525,0,0,0,0,0,1193,80,0,0,0,46,387,0,0,0,7036,0,0,86,0,0,759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,41,0,2876,0,0,0,0,23037,0,0,0,0,0,0,0,425,0,0,0,0,0,25,0,0,457,0,0,0,0,0,59,0,447,0,0,0,0,33,0,1169,0,0,0,0,6,0,0,0,0,0,0,4109
209,209,"4/19/21 14:08",1,10,1,1,1,-119.6921527,35.06498,NA,NA,"AS10PN13",3,2,1,6.7,1.19,80,NA,"S","P","N",1,"S10","S10PN1","S10PN1","S10","PN",2,1,5.3,1.171,80,NA,"4/19/21 14:08",14,8,14.13333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR010DR",0,0,6300,0,0,0,0,0,0,159,0,0,152,1078,0,1925,27,1121,0,0,0,26,15,8,36,17,0,0,0,0,2208,1385,0,0,0,712,88,0,0,14,928,0,0,2002,0,0,10,0,0,0,114,0,0,0,2313,172,0,0,0,0,0,708,90,0,4465,0,0,0,0,23583,0,475,23,0,0,0,0,10922,0,931,0,0,0,578,0,0,185,0,3,0,0,0,358,10,864,18,0,463,0,8,0,3253,0,216,0,0,193,0,775,3,18,0,0,119
210,210,"4/19/21 14:26",1,10,0,1,1,-119.6921896,35.06494627,NA,NA,"AS10SN13",3,2,1,5.9,1.184,78,NA,"S","S","N",1,"S10","S10SN1","S10SN1","S10","SN",2,1,6.9,1.202,81,NA,"4/19/21 14:26",14,26,14.43333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S1011","JTMR011AG",0,0,105,0,0,0,0,0,0,0,0,0,0,14,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,4,6,0,0,7,0,0,0,0,20,0,0,48,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,68,0,123,0,0,0,0,780,0,0,0,0,0,0,0,116,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,216,0,6,0,0,16,0,0,0,0,0,0,41
211,211,"4/19/21 12:34",1,9,1,1,1,-119.6857639,35.06167467,NA,NA,"AS09PN13",3,1,2,4,1.14,84,NA,"S","P","N",1,"S09","S09PN1","S09PN1","S09","PN",1,2,2.9,1.116,89,NA,"4/19/21 12:34",12,34,12.56666667,"Spring",NA,NA,NA,37.65,34.92,NA,NA,2,0,"S911","JTMR011CR",0,0,1040,0,0,0,0,0,0,38,0,0,378,1446,0,949,0,1203,113,0,0,0,0,0,38,20,0,0,0,0,1961,224,0,0,0,3,14,0,0,0,974,5,0,608,0,6,19,0,0,0,313,0,0,0,0,84,0,0,0,0,0,462,115,0,2763,0,0,0,0,46014,0,207,0,0,0,0,0,3161,0,168,0,0,0,917,0,8,429,0,0,0,0,0,41,49,586,68,0,114,0,0,0,1276,0,36,0,0,16,0,0,0,0,0,0,301
212,212,"4/19/21 12:49",1,9,0,1,1,-119.6858767,35.06172396,NA,NA,"AS09SN13",3,1,1,5.2,1.169,76,NA,"S","S","N",1,"S09","S09SN1","S09SN1","S09","SN",1,1,4.9,1.162,76,NA,"4/19/21 12:49",12,49,12.81666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S911","JTMR010CH",0,0,333,0,0,0,0,0,0,177,0,0,135,2003,0,2402,0,1195,0,18,0,0,0,0,12,0,0,0,0,0,330,1178,0,0,0,1843,0,0,0,0,500,0,0,5590,0,0,107,0,0,0,0,0,0,0,101,5,0,0,0,0,0,44,488,0,1823,0,0,0,0,47424,0,13,9,0,0,0,0,1335,0,88,0,5,0,7,0,0,589,0,0,0,0,0,362,1030,419,0,5,27,0,0,0,1816,0,0,0,0,87,89,0,0,0,0,0,102
213,213,"4/19/21 12:59",1,9,1,0,1,-119.6859942,35.06130704,NA,NA,"AS09PE13",3,1,2,3.2,1.123,72,NA,"S","P","E",1,"S09","S09PE1","S09PE1","S09","PE",1,2,2.9,1.117,73,NA,"4/19/21 12:59",12,59,12.98333333,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR010S",0,0,812,0,0,0,171,0,0,0,0,0,7,2567,0,1101,0,887,4,8,0,21,0,0,135,16,0,0,0,0,910,283,0,0,0,0,96,4,0,5,554,6,0,2538,0,7,201,0,0,0,34,0,0,0,238,59,0,0,0,0,7,13,262,0,1576,0,0,0,0,37268,0,0,35,0,0,0,0,13803,0,13,0,0,0,74,0,0,438,0,0,0,0,0,405,29,230,0,0,0,0,3,0,1023,0,0,0,0,128,7,0,0,0,0,0,335
214,214,"4/19/21 13:07",1,9,0,0,1,-119.6860301,35.06126718,NA,NA,"AS09SE13",3,1,2,6.3,1.19,77,NA,"S","S","E",1,"S09","S09SE1","S09SE1","S09","SE",1,2,6.3,1.19,80,NA,"4/19/21 13:07",13,7,13.11666667,"Spring",NA,NA,NA,NA,NA,NA,NA,0,0,"S901","JTMR011CD",0,0,36,0,0,0,0,0,0,15,0,0,3,316,0,187,0,470,0,0,0,0,0,0,185,0,0,0,0,0,236,161,0,0,0,95,0,0,0,0,5597,0,0,77,0,0,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,0,397,0,0,0,0,14093,0,7,0,0,0,0,0,105,0,9,0,0,0,0,0,0,376,0,0,0,0,0,10,0,273,0,67,0,0,0,0,928,0,21,0,0,0,0,0,0,0,0,0,84
216,216,"4/19/21 10:20",1,8,1,1,1,-119.6803251,35.05925036,NA,NA,"AS08PN13",3,2,1,4.9,1.157,66,9,"S","P","N",1,"S08","S08PN1","S08PN1","S08","PN",2,1,4.4,1.149,77,9,"4/19/21 10:20",10,20,10.33333333,"Spring",NA,NA,NA,35.7,NA,NA,NA,1,0,"S811","JTMR011B",0,0,2402,0,0,0,0,0,0,0,0,0,0,3977,0,366,0,0,0,57,0,0,0,0,36,114,9,0,0,0,10948,283,0,0,0,34,138,0,0,0,1376,0,0,5687,0,0,0,0,0,0,1706,0,0,0,0,610,0,0,0,0,0,2218,23,0,3701,0,0,0,0,20122,0,31,0,0,0,0,0,6274,0,0,0,0,0,2383,0,0,291,0,0,0,0,0,37,4,204,0,0,0,0,24,30,1698,0,209,0,0,34,0,0,0,27,0,0,1598
